Review ID,Country,User Name,User URL,App Version,Rating,Review Title,Review Text,Review URL,Review Date,Developer Reply Date,Developer Reply Text,Helpful Votes
10798818885,US,Abit llll,https://itunes.apple.com/us/reviews/id31114157,3.4,1,Advertisement Garbage,"Used Splitwise for YEARS until they started prompting for payment and allowing only a set amount of daily entries, thought we’d give this one a shot. Was looking good until I realized within a week that this app was even worse… playing those horrific ads you cant even skip. Deleting.",https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
10652266009,US,Jeramii,https://itunes.apple.com/us/reviews/id41977940,3.4,5,Fantastic travel companion for group expenses,"I absolutely love this app. Been traveling with friends for years, and this one has been the absolute best. It allows weighted contributions for people… for example, a married couple can have an assigned value of 2, and single people can have a value of 1. Making it so an even split bill (such as a taxi or hotel) will automatically split appropriately. If you’re traveling through multiple countries with multiple currencies, it will accurately convert the consolidated debts of each person in a group. We used to spend hours obsessing over who owes what at the end of a trip, but it’s not an issue anymore. It’s worth purchasing premium for the group (one time cost, benefits all transactions within the group). Groups can be reset after a trip is complete, which means you can continue having the perks of premium for a future trip at no extra cost.",https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
10632168416,US,user name 49613,https://itunes.apple.com/us/reviews/id586320854,3.4,5,better than splitwise,"came here from splitwise after splitwise chose to throw a paywall on basic functions, like more than a couple transactions a day. 

settle up has all the features of splitwise free + some extras, like adding expenses by bill and separating tip and tax. 

free users may occasionally see an ad. annoying, but better than a paywall.",https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
9914385578,US,esysu,https://itunes.apple.com/us/reviews/id372244746,3.2.1,5,So useful!,I use this for all of my trips! It is so helpful. I used to struggle splitting costs with my friends before but now this app makes it so much easier. Definitely recommend!,https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
9671140576,US,KacinaK,https://itunes.apple.com/us/reviews/id417492304,3.2.1,5,Trip of group of 6,App is working perfect. We use it for our trip without any problems. Can only recommend for others.,https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
6489260411,US,SashotoSeeam,https://itunes.apple.com/us/reviews/id482137202,2.6,5,One of the finest app of all time!,I just want to say thanks to the developers. Great job!,https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
6230793153,US,ShackTheShack,https://itunes.apple.com/us/reviews/id28218991,2.5,5,The best!!!!,I am obsessed with this app. It has great functionality and I love that you can send the info to people without them having to sign up or download the app. The different currencies feature is great too! I would recommend this for everyone.,https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
5627873003,US,Sar Jean6,https://itunes.apple.com/us/reviews/id10910055,2.4.1,5,Travel expenses made easy,This made our trip to the Bahamas with 6 people so simple! Love not having to figure out who owes what and who should pay next!,https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
4253926329,US,StillNotWorking,https://itunes.apple.com/us/reviews/id159573336,2.0.2,1,They destroyed the app,"I can’t even login anymore.  Thanks for destroying what used to be a helpful app that I believe I bought years ago.  With the new version, I’m just moving on to something else.  Utterly ridiculous.  Just lost a loyal user.  Next time leave it alone and maybe your base would continue to use it.",https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
4178622662,US,OrangeBeanie,https://itunes.apple.com/us/reviews/id136090480,2.0.2,1,Nope,"I was sent a link that directed me to the App Store only. Went to web app and no option to add activity.

EDIT:
Got a response that I should have been able to add expenses by legacy web app and by iOS. Tried both and they didn't work. The link I got for iOS took me to the App store. Couldn't find my friend's stuff. Went to the web app and it allowed me to view but not edit.

Still : nope",https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
4126425328,US,naculum,https://itunes.apple.com/us/reviews/id26644052,2.0.1,1,Update is horrible.,"The old version was beautifully laid out and intuitive.   The new version is clunky, poorly laid out and not intuitive at all.   The visual references that made the original app so beautiful have been completely removed.",https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
3881612663,US,jorgedgb,https://itunes.apple.com/us/reviews/id800257830,1.3.12,2,En iPhone no muestra detalle de pagos compartidos,"Es muy decepcionante que después de tanto tiempo y de costar dinero en iPhone, existan funcionalidades que tienen en Android desde hace años y que no terminan de poner en iPhone, hablo de cargar un pago compartido, y lo peor es que si alguien con Android sube un pago compartido no hay forma de ver cuánto puso que pagó cada uno de los integrantes que hicieron el pago compartido.",https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
3615439357,US,CandaceVZ,https://itunes.apple.com/us/reviews/id160710254,1.3.12,1,Disappointed,Doesn’t sync well with my iPhone. I don’t want to be linked with Facebook or google. I want my money refunded.,https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
3192439134,US,Rygtrguy,https://itunes.apple.com/us/reviews/id101777147,1.3.12,5,Used it for multiple trips,Great for making sure no one gets stuck paying the bulk of the bill all the time. Feature request: “view by month”. I use this with my gf/roommate to keep track of all the bills and split them evenly. It would be nice to be able to see each month’s actual bills since we’re putting all our info in the app already. Thanks! Great app!,https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
3037821987,US,MadGolfer14,https://itunes.apple.com/us/reviews/id182401551,1.3.10,5,Game changer,I always organize my buddies golf trip and this year everything was so much easier thanks to settle up. Full transparency and control for everyone - no brainer get this,https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
2719886634,US,MeMyselfNDi,https://itunes.apple.com/us/reviews/id110383206,1.3.9,3,Totally dislike new App Icon... What happened?,I am generally extremely happy with the app and love the usability and everything that it brings with it... settling the debts through paypal or other services would be great... but what were you thinking when designing this ugly new app icon?,https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
1631463064,US,jameshtayler,https://itunes.apple.com/us/reviews/id439091148,1.2.10,4,Great App! But would add the following,"- a centralized way of paying everyone. Pick one of the members in a group and have them distribute debts.
- a summary page with each member's individual expenses to better understand cash in/out.",https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
1626732408,US,vsmm,https://itunes.apple.com/us/reviews/id40076428,1.2.10,5,Awesome!,I LOVE this app. It makes sharing group expenses a million times easier. I used it this weekend with a big group and everyone was amazed by the app and how easy it made things! Definitely worth the small price,https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
1577424791,US,robert.ibrahim.network,https://itunes.apple.com/us/reviews/id41570141,1.2.10,5,Can't go on a group trip without it.,The interface take some getting used to but you soon realize it was well thought out. Very valuable.,https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
1508172917,US,Michster44,https://itunes.apple.com/us/reviews/id256900417,1.2.10,2,Trouble syncing,Good app when using between similar platform phones (iPhones/droids etc) but when trying to sync between an apple and a droid or google phone - not all of the payments or debts settled show up. Very frustrating.,https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
1390797606,US,melbelle89,https://itunes.apple.com/us/reviews/id42041075,1.2.9,5,Super useful,"Great app for tracking expenses! Used it from groups of 2-17 to track vacation expenses. Truly excellent, and with nice visuals to help you figure out who should pay next for things.

Improvements could be making it easier to make revisions (particularly concerning amounts to previously-documented payments. But otherwise, great!",https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
1379089045,US,Schoenlebers,https://itunes.apple.com/us/reviews/id22695757,1.2.9,5,Works well,"Wow. Nice. We split the cost of lunch at work all the time. Whether we split the bill evenly or someone gets something extra, the app handles it well. The interface is easy to use and nice looking. I tried free apps that forced you to create online accounts. This one doesn't, and works much better.",https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
1294042431,US,Fabloom,https://itunes.apple.com/us/reviews/id29075298,1.2.4,1,I wish it worked better,"I want to like this app so much. The idea is great and the features sound really useful, but it's so inconsistent that it's basically useless. Only 1 time out of 50 does it actually sync (the rest of the time, it just says I have an Internet connection error, but I'm still able to sync with the old version of the app, so it's clearly not on my end). If I'm not able to share the group with others, there's not much point in using it, so this is probably the end for me and settle up.",https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
1274242110,US,Shuffle shush handhold,https://itunes.apple.com/us/reviews/id218579166,1.2.4,3,No snapshots?,"When I go to look at snapshots of someone else's receipts, it says ""no snapshot."" What gives?! Otherwise, useful app, if expensive for an app with a bug like that.",https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
1242064572,US,awandererscry,https://itunes.apple.com/us/reviews/id162437863,1.2.3,1,horribly designed and unintuitive ui,"for an app that actually costs money, this is horribly designed, completely unintuitive. for instance, when you click on a person’s name, you expect to see all the things he/she paid for, but no, it takes you to the “adding a debt” menu, yet there’s a huge dedicated “+” sign serving just that purpose. Also, there are no integration with payment apps like paypal or venmo, so when you click on “settle debt” there are no way of actually settling the debt. 

there are free apps that does exactly this with much more elegance, splitwise for instance. unless they revamp the UI, i don’t see any reason why anyone should pay for THIS.",https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
1205258789,US,ZRHjacob,https://itunes.apple.com/us/reviews/id17489118,1.2.1,1,Not reliable,"An existing group can be unstable. Had several cases where one or two costs don't get shared across the group - meaning members all see different balances (all show as synced however). Now some groups say sharing is off for an e-mail address. Very buggy for an app that charges a fee. I would recommend looking at other similar apps, there has to be something more reliable than this one.",https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
1073959731,US,usodus,https://itunes.apple.com/us/reviews/id144556960,1.1.2.1,3,Keyboard doesn't pop up in ios 8,Can't enter descriptions,https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
1066996751,US,Juapebe,https://itunes.apple.com/us/reviews/id200423794,1.1.2.1,5,Awesome app - but small but on iOS8,It doesn't let me set the item name for new payments.,https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
915875555,US,Golfmomma99,https://itunes.apple.com/us/reviews/id37347667,1.0.2.1,1,"Disappointing, use old version!",Not as intuitive and missing features the old version has like calculator and splitting non evenly between people.,https://itunes.apple.com/us/review?id=737534985&type=Purple%20Software,,,,
12069493133,GB,alinsreview,https://itunes.apple.com/gb/reviews/id100781719,3.7.4,5,Better value than the alternatives,"What I love:
- good split of categories
- easy to search
- the fact that you can buy premium for 1 group if you don’t want subscription (and you really shouldn’t!)

What can be improved:
- some visualization bugs",https://itunes.apple.com/gb/review?id=737534985&type=Purple%20Software,,,,
11357160795,GB,Nevula,https://itunes.apple.com/gb/reviews/id87141475,3.6,5,Brilliant,This app is amazing . So flexible for group outings . Doesn’t matter how many people want to pay in cash/card . No one has to down load app if they don’t want to or don’t like tech as there spending can be inputted for them . You can opt to take certain people out of expenses is say one of you doesn’t attend/ partake in that activity . It works out at end who owes what so your all equal ! Brilliant !,https://itunes.apple.com/gb/review?id=737534985&type=Purple%20Software,,,,
11246491243,GB,ldkdbksl,https://itunes.apple.com/gb/reviews/id634826395,3.5.1,5,Amazing app,nice and easy to use .,https://itunes.apple.com/gb/review?id=737534985&type=Purple%20Software,,,,
10575579881,GB,I want the old update,https://itunes.apple.com/gb/reviews/id370806376,3.3,5,So useful!,"I live by this app for any trip or any group situation it’s so much easier than keeping backs of $5 everywhere and forgetting the only issue I have a lot of the time is explaining the app to friends, for some reason they don’t understand the system of it and seem to think they aren’t getting money back or it’s not fair so it’s hard trying to get others on the wagon to use it on a trip",https://itunes.apple.com/gb/review?id=737534985&type=Purple%20Software,,,,
8661516462,GB,singhsaabreviews,https://itunes.apple.com/gb/reviews/id1407680865,2.7.1,5,Making finance fun,Amazing for motives in Europe,https://itunes.apple.com/gb/review?id=737534985&type=Purple%20Software,,,,
6450472622,GB,SoerenFynbo,https://itunes.apple.com/gb/reviews/id592370092,2.6,1,Use Splitwise instead,Hopeless app. Hard to add people and very hard to see which expenses are against your name,https://itunes.apple.com/gb/review?id=737534985&type=Purple%20Software,,,,
5877473007,GB,SDB-UK,https://itunes.apple.com/gb/reviews/id161838422,2.5,1,Errors,Unusable as won’t let me create new group ‘Oops can’t create group member’,https://itunes.apple.com/gb/review?id=737534985&type=Purple%20Software,,,,
4259479299,GB,Richgw,https://itunes.apple.com/gb/reviews/id26582001,2.0.2,5,Great for group holidays,Just used it for a £15 strong stag do and it made sure everyone paid their fair share and no one was out of pocket. Makes paying for stuff much simpler because one person can stick it on their card knowing that the app will work out who owes what in the end.,https://itunes.apple.com/gb/review?id=737534985&type=Purple%20Software,,,,
4000112480,GB,user-89-LDN,https://itunes.apple.com/gb/reviews/id879988586,1.3.12,1,Not working with iPhone X,Cannot manage to invite members,https://itunes.apple.com/gb/review?id=737534985&type=Purple%20Software,,,,
3831709675,GB,Marcode,https://itunes.apple.com/gb/reviews/id40083352,1.3.12,4,Everyone pays the right amount,"A great app for sharing the cost of an event; a holiday, a night out, household bills or any other shared expenses.

Works well on an iPhone 8.

Would be nice for it to support iPad screens",https://itunes.apple.com/gb/review?id=737534985&type=Purple%20Software,,,,
3407769585,GB,Mulac,https://itunes.apple.com/gb/reviews/id30309126,1.3.12,5,Makes holiday spending a treat,"Settle up is a ripper of an app. Ideal for group holidays, works very intuitively.",https://itunes.apple.com/gb/review?id=737534985&type=Purple%20Software,,,,
2270069832,GB,Jacyh,https://itunes.apple.com/gb/reviews/id138715126,1.3.7,1,Needs work,"Doesn’t work well with iPhone X, some of the screens that need you to slide it down to close it goes all the way up to the notch (such as the “did not find desired group” screen), which means that instead of the screen closing, the notifications / control center screen gets dragged down. Furthermore, you can only use Facebook and Google to register... for something that’s £1.99, you would expect a better app / UX.",https://itunes.apple.com/gb/review?id=737534985&type=Purple%20Software,,,,
2126318348,GB,gavpw,https://itunes.apple.com/gb/reviews/id22375700,1.3.6,1,Sign in?,"Why do I have to link to google or Facebook to sign in?  I don’t want to share with either org. 

How do I get a refund?",https://itunes.apple.com/gb/review?id=737534985&type=Purple%20Software,,,,
1191642313,GB,Philipbennett25,https://itunes.apple.com/gb/reviews/id151771189,1.1.4,5,Guys on tour,"This application is awesome. Simple and easy to use, it does exactly as described. One fun thing to consider adding would be a feature to enable fines for groups.",https://itunes.apple.com/gb/review?id=737534985&type=Purple%20Software,,,,
914140046,GB,Drezha,https://itunes.apple.com/gb/reviews/id25861694,1.0.2.1,3,"Same underlying principles, updated.","Pretty much the same app as before but modernised for iOS 7. Decent enough but I can no longer find an option for uneven splits (selecting someone for the cost just selects or I selects them) so I'm docking a star as it's lost functionality over the previous version. 

It's also a bit less intuitive but underlying functions still work pretty much.",https://itunes.apple.com/gb/review?id=737534985&type=Purple%20Software,,,,
12580204017,DE,neundubdzb,https://itunes.apple.com/de/reviews/id110919776,3.8.0,1,Gruppe wurde geteilt,"Ich bin einem Einladungslink gefolgt, aber bin in einer „offline“ Version der Gruppe gelandet. In dieser sind  alle vergangen Ausgaben und Teilnehmer aufgelistet, aber die anderen Teilnehmer sehen mich nicht und  Ausgaben werden nicht aktualisiert. Wenn ich versuche andere Leute einzuladen ist der Link identisch mit dem Link, welche meine Freunde teilen können.",https://itunes.apple.com/de/review?id=737534985&type=Purple%20Software,,,,
10409112566,DE,JogiB34r,https://itunes.apple.com/de/reviews/id1525593473,3.3,5,Sehr praktisch,"Nutzerfreundlich und einfach, uneingeschränkt empfehlenswert!",https://itunes.apple.com/de/review?id=737534985&type=Purple%20Software,,,,
8769047954,DE,NiklasMöller,https://itunes.apple.com/de/reviews/id15417706,2.8.1,2,Super verwirrende Übersetzung,"Es hat bei uns in der Gruppe zu starken Verwirrungen und Diskussionen geführt, dass die Summen als “Ausgegeben” und “Bazahlt” bezeichnet werden. In der Teilnehmerübersicht sieht man auch nur “Ausgegeben”, was zu der Verwirrung führt man denkt dass dies die Anteile sind, die von den jeweiligen Teilnehmern bezahlt worden sind. Hier sollte dringend eine andere Begrifflichkeit gewählt werden. 

Da es Kernaufgabe der App ist den Teilnehmern verständlich die Aufteilung auch darzustellen, für diesen eigentlich relativ kleinen Fehler ein starker Abzug. Korrigiere ich gerne, wenn hier ein weniger verwirrender Begriff gewählt wird.

Als Vorschlag: “Kostenanteil” oder so. Irgendwas, das nicht suggeriert dies sei die Summe, die diese Person bereits für die Gruppe ausgegeben hat.",https://itunes.apple.com/de/review?id=737534985&type=Purple%20Software,,,,
8741322868,DE,de964,https://itunes.apple.com/de/reviews/id1415131189,2.8,1,Seit Update unbrauchbar,"Seit dem letzten Update stürzt die App ab, schade, denn sie war bisher einfach genial.",https://itunes.apple.com/de/review?id=737534985&type=Purple%20Software,,,,
8652280592,DE,TernesTheBeast,https://itunes.apple.com/de/reviews/id507149283,2.7.1,5,Pure Liebe diese App,"Funktioniert top, übersichtlich, kaum Werbung = einfach pure Liebe!",https://itunes.apple.com/de/review?id=737534985&type=Purple%20Software,,,,
8380839824,DE,luggi67,https://itunes.apple.com/de/reviews/id1140478963,2.7.1,4,Sehr gute App jedoch ein aktueller Bug,Die App ist sehr gut und hilfreich. Nur wenn ich die Funktion „Einer Gruppe in der Nähe beitreten“ verwende Stürzt die App direkt ab. Oder auch generell Funktionen die in die gleiche Richtung gehen. Falls das hilft: ich benutze ein iPhone 11 mit iOS 15.3.1,https://itunes.apple.com/de/review?id=737534985&type=Purple%20Software,,,,
8128217624,DE,Schnitzlrgbg,https://itunes.apple.com/de/reviews/id169618211,2.7.1,5,Keine Reise ohne diese App.,Einfach und nützlich für Reise und Alltag.,https://itunes.apple.com/de/review?id=737534985&type=Purple%20Software,,,,
6247089167,DE,1235138300263,https://itunes.apple.com/de/reviews/id600897408,2.5,1,Nutzlos ohne Internetverbindung,An und für sich eine Klasse App. Leider nutzt einem das wenig wenn man auf einer Hütte sitzt und ein Abrechnung machen will. Ohne Internetverbindung ist dies nicht möglich. Schade. Hier bitte nachbessern!,https://itunes.apple.com/de/review?id=737534985&type=Purple%20Software,,,,
5614468044,DE,Matthias4217,https://itunes.apple.com/de/reviews/id357467657,2.4.1,1,Why online???,"I bought this app two years ago. Back then, it was an offline app without any login. Now you have to login. I DO NOT WANT TO LOGIN AND I DO NOT WANT TO SHARE MY DATA WITH ANYONE! Please add a possibility to use this app again without a login and local data storage or give me my money back. Thanks :)",https://itunes.apple.com/de/review?id=737534985&type=Purple%20Software,,,,
4872313258,DE,Quabbo,https://itunes.apple.com/de/reviews/id236588550,2.3,2,Update verschlechtert alles,"- habe früher für die App einen Premiumbetrag gezahlt, um alle Funktionen uneingeschränkt nutzen zu können (nach meinem Verständnis war der Kauf damals auch für eine zeitlich uneingeschränkte Nutzung.)
- Ein Update der App hat alles schlechter gemacht: Erzwungene Anmeldung über Google / Facebook; Downgrade meines vorherigen Kaufs auf Basic-Version; Werbung; Abomodel; in meinen Augen wesentlich schlechteres User Interface und Handhabung als in alter Version.

Diese App hat nicht den Anspruch, Menschen das Leben zu erleichtern, sonst wäre sie so wie früher geblieben. Solche “Verschlimmbesserungen” sind in meinen Augen einfach nur ärgerlich.
Deshalb würde ich sie keinem weiterempfehlen.",https://itunes.apple.com/de/review?id=737534985&type=Purple%20Software,,,,
4754216243,DE,Abckatzeimschnee,https://itunes.apple.com/de/reviews/id43290203,2.2,2,Überteuertes Abomodel,"Früher war alles besser, so auch bei dieser App. Werbung hält sich wirklich noch in Grenzen, nutze die App trotzdem, aber die Preise für Premium sind einfach zu happig.",https://itunes.apple.com/de/review?id=737534985&type=Purple%20Software,,,,
4569461519,DE,*KayGe*,https://itunes.apple.com/de/reviews/id41228399,2.1.1,5,Best App,I use this app for all trips and events with friends... SO HELPFUL!!,https://itunes.apple.com/de/review?id=737534985&type=Purple%20Software,,,,
4390518239,DE,kasch1993,https://itunes.apple.com/de/reviews/id500456691,2.1,5,Super für Gruppenurlaube!,Super App!,https://itunes.apple.com/de/review?id=737534985&type=Purple%20Software,,,,
4370893408,DE,--ame85--,https://itunes.apple.com/de/reviews/id1039636796,2.1,1,App funktioniert nicht,"Nach Anmeldung mit der E-Mail-Adresse (bereits bestehender Account) sieht man nur noch einen Spinner, die Seite lädt und lädt und es passiert nichts. Bitte Problem schnell fixen damit ich wieder an meine Daten rankomme!",https://itunes.apple.com/de/review?id=737534985&type=Purple%20Software,,,,
4312800184,DE,99spleaf,https://itunes.apple.com/de/reviews/id189493588,2.0.3,1,Finger weg!! Kein Datenschutz!! No Privacy - dont buy it,"Jegliche Daten werden direkt hochgeladen. Mann muss sich anmelden und immer angemeldet haben. Bemutzbarkeit hat sich deutlich verschlechtert -> Weg mit der App

All Data will be automatically uploaded - no adjustment of Sync. Settings possible. You have to login and keep online to use it. The usability become worse -> dont buy it!",https://itunes.apple.com/de/review?id=737534985&type=Purple%20Software,,,,
4231462245,DE,Essomesso,https://itunes.apple.com/de/reviews/id340945850,2.0.2,5,Usually love it but now annoying bug,Using your app since I don’t know how many years! In the new version all pushes have a buggy wording that looks like {insert_group} or so. Technical. (using German phone settings),https://itunes.apple.com/de/review?id=737534985&type=Purple%20Software,,,,
4162352044,DE,Terra.One,https://itunes.apple.com/de/reviews/id169032822,2.0.2,5,Awesome,Very nice App!,https://itunes.apple.com/de/review?id=737534985&type=Purple%20Software,,,,
4100544836,DE,Reisender 2012,https://itunes.apple.com/de/reviews/id166126028,2.0.1,5,Login only with Facebook or Google,"Why can’t i login with any E-Mail address? Thank you for nothing!

04.05.2019
Thank you for changing! The app works very good, but I was absolutely unhappy about making a new account in google to use the app for my vacation. I changed it to fife stars now.",https://itunes.apple.com/de/review?id=737534985&type=Purple%20Software,,,,
4090847726,DE,Roggi4,https://itunes.apple.com/de/reviews/id540178930,2.0.1,2,Sprachauswahl,Nach dem aus o.a. Sicht betrachteten Faktor handelt es sich aus unserer Sicht im ein Downgrade. Gibt es bald ein sprachauswahl?,https://itunes.apple.com/de/review?id=737534985&type=Purple%20Software,,,,
3790108334,DE,Wanggzh,https://itunes.apple.com/de/reviews/id225976429,1.3.12,5,Top,Top,https://itunes.apple.com/de/review?id=737534985&type=Purple%20Software,,,,
3666579187,DE,Fx.Bo,https://itunes.apple.com/de/reviews/id240511595,1.3.12,5,Exchange rates are a joke,"Question: What is the exchange rate between Euros and Colombian Pesos?
Answer: For sure not 1 EUR = 2147 Pesos (as proposed by Settle Up)

The exchange rates in this app are wrong. Therefore unfortunately really useless as a payment sharing app.",https://itunes.apple.com/de/review?id=737534985&type=Purple%20Software,,,,
2602880259,DE,TobiasR123,https://itunes.apple.com/de/reviews/id765298243,1.3.8,5,Top App,"Großartig - wir sind eine WG im Urlaub und verrechnen unsere Ausgaben. Super app! Easy, simple, Works and makes our lifes easier",https://itunes.apple.com/de/review?id=737534985&type=Purple%20Software,,,,
2600471097,DE,gigitsc,https://itunes.apple.com/de/reviews/id241006072,1.3.8,1,Login not working any more for me,"The app worked great for quite some time but now I can’t login neither via google (returns a 500 error page) nor via Facebook (crashes the app).
Frustrating when you’re on vacation using this app to split bills..",https://itunes.apple.com/de/review?id=737534985&type=Purple%20Software,,,,
2580439915,DE,caotto,https://itunes.apple.com/de/reviews/id101043014,1.3.8,1,Datenschutz? Leider Nein!,"Unbrauchbar, kann nur mit Facebook oder Google-Anmeldung genutzt werden, ansonsten nur Offlinenutzung möglich.",https://itunes.apple.com/de/review?id=737534985&type=Purple%20Software,,,,
